t,x,y,z
1782661551.018,2.70312,0.21627,0.18877
1782661551.051,2.70312,0.21627,0.18877
1782661551.085,2.70312,0.21627,0.18877
1782661551.151,2.70312,0.21627,0.18877
1782661551.185,2.70312,0.21627,0.18877
1782661551.218,2.70312,0.21627,0.18877
1782661551.251,2.70312,0.21627,0.18877
1782661551.285,2.70312,0.21627,0.18877
1782661551.318,2.70312,0.21627,0.18877
1782661551.351,2.70312,0.21627,0.18877
1782661551.385,2.70312,0.21627,0.18877
1782661551.418,2.70312,0.21627,0.18877
1782661551.452,2.70312,0.21627,0.18877
1782661551.485,2.70312,0.21627,0.18877
1782661551.518,2.70312,0.21627,0.18877
1782661551.552,2.70312,0.21627,0.18877
1782661551.585,2.70312,0.21627,0.18877
1782661551.618,2.70312,0.21627,0.18877
1782661551.652,2.70312,0.21627,0.18877
1782661551.719,2.70312,0.21627,0.18877
1782661551.752,2.70312,0.21627,0.18877
1782661551.785,2.70312,0.21627,0.18877
1782661551.819,2.70312,0.21627,0.18877
1782661551.852,2.70312,0.21627,0.18877
1782661551.886,2.70312,0.21627,0.18877
1782661551.952,2.70312,0.21627,0.18877
1782661551.986,2.70312,0.21627,0.18877
1782661552.019,2.70312,0.21627,0.18877
1782661552.052,2.70312,0.21627,0.18877
1782661552.086,2.70312,0.21627,0.18877
1782661552.119,2.70312,0.21627,0.18877
1782661552.153,2.70312,0.21627,0.18877
1782661552.186,2.70312,0.21627,0.18877
1782661552.219,2.70312,0.21627,0.18877
1782661552.253,2.70312,0.21627,0.18877
1782661552.286,2.70312,0.21627,0.18877
1782661552.319,2.70312,0.21627,0.18877
1782661552.386,2.70239,0.21863,0.18896
1782661552.419,2.70239,0.21863,0.18896
1782661552.453,2.70239,0.21863,0.18896
1782661552.486,2.70239,0.21863,0.18896
1782661552.519,2.70239,0.21863,0.18896
1782661552.553,2.70239,0.21863,0.18896
1782661552.586,2.70239,0.21863,0.18896
1782661552.619,2.70239,0.21863,0.18896
1782661552.653,2.70239,0.21863,0.18896
1782661552.686,2.70239,0.21863,0.18896
1782661552.753,2.70239,0.21863,0.18896
1782661552.786,2.70239,0.21863,0.18896
1782661552.819,2.70239,0.21863,0.18896
1782661552.853,2.70239,0.21863,0.18896
1782661552.920,2.70239,0.21863,0.18896
1782661552.953,2.70239,0.21863,0.18896
1782661553.020,2.70239,0.21863,0.18896
1782661553.053,2.70239,0.21863,0.18896
1782661553.086,2.70239,0.21863,0.18896
1782661553.120,2.70239,0.21863,0.18896
1782661553.153,2.70239,0.21863,0.18896
1782661553.186,2.70239,0.21863,0.18896
1782661553.220,2.70239,0.21863,0.18896
1782661553.286,2.70239,0.21863,0.18896
1782661553.320,2.70239,0.21863,0.18896
1782661553.353,2.70239,0.21863,0.18896
1782661553.386,2.70239,0.21863,0.18896
1782661553.420,2.70239,0.21863,0.18896
1782661553.453,2.70239,0.21863,0.18896
1782661553.486,2.70239,0.21863,0.18896
1782661553.520,2.70239,0.21863,0.18896
1782661553.553,2.70239,0.21863,0.18896
1782661553.586,2.70239,0.21863,0.18896
1782661553.620,2.70239,0.21863,0.18896
1782661553.653,2.70239,0.21863,0.18896
1782661553.686,2.70239,0.21863,0.18896
1782661553.753,2.70239,0.21863,0.18896
1782661553.786,2.70239,0.21863,0.18896
1782661553.820,2.70239,0.21863,0.18896
1782661553.920,2.70239,0.21863,0.18896
1782661553.986,2.70239,0.21863,0.18896
1782661554.020,2.70239,0.21863,0.18896
1782661554.053,2.70239,0.21863,0.18896
1782661554.086,2.70239,0.21863,0.18896
1782661554.120,2.70239,0.21863,0.18896
1782661554.153,2.70239,0.21863,0.18896
1782661554.186,2.70239,0.21863,0.18896
1782661554.220,2.70239,0.21863,0.18896
1782661554.253,2.70239,0.21863,0.18896
1782661554.286,2.70239,0.21863,0.18896
1782661554.386,2.70239,0.21863,0.18896
1782661554.420,2.70239,0.21863,0.18896
1782661554.453,2.70239,0.21863,0.18896
1782661554.520,2.70207,0.21924,0.18791
1782661554.553,2.70207,0.21924,0.18791
1782661554.587,2.70207,0.21924,0.18791
1782661554.620,2.70207,0.21924,0.18791
1782661554.653,2.70207,0.21924,0.18791
1782661554.720,2.70207,0.21924,0.18791
1782661554.753,2.70207,0.21924,0.18791
1782661554.787,2.70207,0.21924,0.18791
1782661554.853,2.70207,0.21924,0.18791
1782661554.887,2.70125,0.21893,0.18770
1782661554.920,2.70131,0.21888,0.18807
1782661554.953,2.70026,0.21914,0.18789
1782661555.020,2.70211,0.21978,0.18783
1782661555.087,2.70211,0.21978,0.18783
1782661555.120,2.70206,0.21960,0.18782
1782661555.153,2.70206,0.21960,0.18782
1782661555.187,2.70206,0.21960,0.18782
1782661555.220,2.70206,0.21960,0.18782
1782661555.287,2.70206,0.21960,0.18782
1782661555.320,2.70206,0.21960,0.18782
1782661555.387,2.70206,0.21960,0.18782
1782661555.420,2.70176,0.22083,0.18759
1782661555.453,2.70064,0.22020,0.18908
1782661555.487,2.70064,0.22020,0.18908
1782661555.520,2.70206,0.22151,0.18772
1782661555.553,2.70206,0.22151,0.18772
1782661555.587,2.70206,0.22151,0.18772
1782661555.687,2.70206,0.22151,0.18772
1782661555.720,2.70206,0.22151,0.18772
1782661555.753,2.70195,0.22156,0.18783
1782661555.787,2.70174,0.22248,0.18780
1782661555.887,2.70183,0.22270,0.18711
1782661555.920,2.70126,0.22214,0.18828
1782661555.953,2.70189,0.22356,0.18793
1782661556.020,2.70168,0.22306,0.18795
1782661556.053,2.70092,0.22186,0.18845
1782661556.087,2.70185,0.22289,0.18803
1782661556.120,2.70110,0.22265,0.18862
1782661556.153,2.70017,0.22283,0.18886
1782661556.187,2.70055,0.22312,0.18924
1782661556.220,2.70044,0.22322,0.18940
1782661556.253,2.70159,0.22503,0.18862
1782661556.287,2.70127,0.22487,0.18896
1782661556.320,2.70098,0.22420,0.18898
1782661556.354,2.70028,0.22351,0.18899
1782661556.420,2.69986,0.22414,0.18774
1782661556.454,2.69994,0.22538,0.18739
1782661556.520,2.70087,0.22568,0.18726
1782661556.554,2.70103,0.22583,0.18753
1782661556.587,2.70083,0.22587,0.18763
1782661556.654,2.70049,0.22582,0.18801
1782661556.720,2.70118,0.22640,0.18799
1782661556.754,2.70141,0.22657,0.18803
1782661556.787,2.70141,0.22657,0.18803
1782661556.854,2.70114,0.22687,0.18739
1782661556.887,2.70083,0.22696,0.18755
1782661556.920,2.70178,0.22773,0.18766
1782661556.954,2.70045,0.22613,0.18860
1782661556.987,2.70018,0.22506,0.18863
1782661557.020,2.70035,0.22518,0.18828
1782661557.054,2.70087,0.22634,0.18714
1782661557.087,2.70129,0.22643,0.18780
1782661557.120,2.70146,0.22692,0.18730
1782661557.154,2.70102,0.22644,0.18784
1782661557.187,2.70040,0.22566,0.18830
1782661557.220,2.70061,0.22584,0.18834
1782661557.254,2.70044,0.22479,0.18937
1782661557.287,2.70127,0.22574,0.18794
1782661557.320,2.70052,0.22467,0.18879
1782661557.354,2.70066,0.22484,0.18870
1782661557.387,2.70120,0.22474,0.18887
1782661557.454,2.70155,0.22444,0.18906
1782661557.487,2.70160,0.22486,0.18900
1782661557.520,2.70138,0.22442,0.18966
1782661557.554,2.70188,0.22502,0.18924
1782661557.587,2.70190,0.22417,0.18995
1782661557.620,2.70155,0.22394,0.18961
1782661557.720,2.70055,0.22351,0.18934
1782661557.754,2.70076,0.22349,0.18992
1782661557.820,2.70147,0.22374,0.19058
1782661557.854,2.70153,0.22334,0.19025
1782661557.887,2.70301,0.22401,0.18945
1782661557.920,2.70287,0.22339,0.19007
1782661557.954,2.70267,0.22256,0.19034
1782661557.987,2.70344,0.22315,0.19064
1782661558.021,2.70371,0.22361,0.19072
1782661558.054,2.70296,0.22300,0.19142
1782661558.087,2.70415,0.22408,0.19129
1782661558.121,2.70377,0.22386,0.19136
1782661558.154,2.70427,0.22451,0.19105
1782661558.221,2.70393,0.22395,0.19136
1782661558.254,2.70383,0.22350,0.19121
1782661558.321,2.70383,0.22350,0.19121
1782661558.354,2.70383,0.22350,0.19121
1782661558.387,2.70383,0.22350,0.19121
1782661558.421,2.70359,0.22346,0.19083
1782661558.454,2.70227,0.22204,0.19095
1782661558.521,2.70265,0.22193,0.19070
1782661558.554,2.70252,0.22109,0.19063
1782661558.588,2.70252,0.22109,0.19063
1782661558.621,2.70252,0.22109,0.19063
1782661558.655,2.70252,0.22109,0.19063
1782661558.688,2.70252,0.22109,0.19063
1782661558.721,2.70252,0.22109,0.19063
1782661558.755,2.70101,0.21974,0.18967
1782661558.788,2.70215,0.22083,0.18995
1782661558.822,2.70245,0.22150,0.18853
1782661558.855,2.70396,0.22229,0.18883
1782661558.888,2.70289,0.22152,0.18926
1782661558.922,2.70328,0.22236,0.18995
1782661558.955,2.70374,0.22345,0.18900
1782661558.989,2.70289,0.22272,0.19042
1782661559.022,2.70266,0.22227,0.19024
1782661559.155,2.70305,0.22152,0.19057
1782661559.189,2.70380,0.22193,0.19049
1782661559.222,2.70477,0.22224,0.19002
1782661559.256,2.70403,0.22172,0.18933
1782661559.289,2.70388,0.22197,0.18937
1782661559.322,2.70354,0.22227,0.18941
1782661559.356,2.70349,0.22249,0.18978
1782661559.456,2.70349,0.22249,0.18978
1782661559.522,2.70349,0.22249,0.18978
1782661559.556,2.70349,0.22249,0.18978
1782661559.589,2.70349,0.22249,0.18978
1782661559.622,2.70290,0.22139,0.18973
1782661559.656,2.70320,0.22232,0.18875
1782661559.689,2.70152,0.22111,0.19037
1782661559.722,2.70135,0.22103,0.19089
1782661559.756,2.70129,0.22078,0.19097
1782661559.789,2.70125,0.22041,0.19078
1782661559.823,2.70234,0.22209,0.19050
1782661559.889,2.70236,0.22089,0.19083
1782661559.923,2.70058,0.21964,0.19083
1782661559.956,2.70102,0.22013,0.19095
1782661559.989,2.70149,0.22051,0.19083
1782661560.023,2.70287,0.22198,0.19036
1782661560.056,2.70325,0.22185,0.18995
1782661560.089,2.70217,0.21979,0.18956
1782661560.156,2.70329,0.21979,0.18948
1782661560.189,2.70329,0.21979,0.18948
1782661560.223,2.70287,0.21941,0.18954
1782661560.256,2.70323,0.22010,0.18977
1782661560.289,2.70328,0.22104,0.19043
1782661560.323,2.70361,0.22179,0.18966
1782661560.356,2.70312,0.22099,0.19029
1782661560.389,2.70312,0.22099,0.19029
1782661560.456,2.70312,0.22099,0.19029
1782661560.489,2.70312,0.22099,0.19029
1782661560.556,2.70312,0.22099,0.19029
1782661560.590,2.70312,0.22099,0.19029
1782661560.623,2.70312,0.22099,0.19029
1782661560.656,2.70312,0.22099,0.19029
1782661560.690,2.70312,0.22099,0.19029
1782661560.723,2.70312,0.22099,0.19029
1782661560.756,2.70312,0.22099,0.19029
1782661560.790,2.70312,0.22099,0.19029
1782661560.823,2.70312,0.22099,0.19029
1782661560.856,2.70312,0.22099,0.19029
1782661560.890,2.70312,0.22099,0.19029
1782661560.923,2.70260,0.21950,0.18975
1782661560.956,2.70470,0.22193,0.18910
1782661560.990,2.70470,0.22193,0.18910
1782661561.023,2.70470,0.22193,0.18910
1782661561.056,2.70470,0.22193,0.18910
1782661561.090,2.70470,0.22193,0.18910
1782661561.123,2.70470,0.22193,0.18910
1782661561.156,2.70470,0.22193,0.18910
1782661561.223,2.70470,0.22193,0.18910
1782661561.290,2.70470,0.22193,0.18910
1782661561.323,2.70470,0.22193,0.18910
1782661561.357,2.70470,0.22193,0.18910
1782661561.390,2.70470,0.22193,0.18910
1782661561.457,2.70470,0.22193,0.18910
1782661561.490,2.70470,0.22193,0.18910
1782661561.523,2.70470,0.22193,0.18910
1782661561.557,2.70422,0.22090,0.18905
1782661561.590,2.70452,0.22136,0.18756
1782661561.657,2.70351,0.21960,0.18857
1782661561.690,2.70381,0.22006,0.18918
1782661561.723,2.70381,0.22006,0.18918
1782661561.757,2.70336,0.21948,0.18954
1782661561.790,2.70308,0.21914,0.18983
1782661561.823,2.70289,0.21897,0.19013
1782661561.857,2.70366,0.22001,0.19029
1782661561.890,2.70231,0.22040,0.19059
1782661561.923,2.70258,0.22114,0.19086
1782661561.957,2.70248,0.22022,0.19039
1782661561.990,2.70234,0.22011,0.19109
1782661562.023,2.70388,0.22258,0.19098
1782661562.057,2.70282,0.22123,0.19053
1782661562.090,2.70252,0.21981,0.19076
1782661562.157,2.70281,0.22047,0.19116
1782661562.190,2.70310,0.22124,0.19125
1782661562.257,2.70207,0.22184,0.19128
1782661562.290,2.70290,0.22154,0.19014
1782661562.324,2.70338,0.22107,0.19039
1782661562.357,2.70222,0.21861,0.19072
1782661562.390,2.70177,0.21891,0.19056
1782661562.424,2.70298,0.21925,0.19003
1782661562.457,2.70296,0.21842,0.18964
1782661562.524,2.70188,0.21787,0.18935
1782661562.590,2.70228,0.21824,0.19033
1782661562.624,2.70222,0.21786,0.19117
1782661562.657,2.70413,0.22093,0.19040
1782661562.690,2.70284,0.21934,0.19064
1782661562.724,2.70189,0.22008,0.19055
1782661562.790,2.70281,0.21926,0.18984
1782661562.824,2.70278,0.21896,0.18919
1782661562.857,2.70273,0.21942,0.18982
1782661562.924,2.70145,0.21921,0.18962
1782661562.957,2.70211,0.22101,0.18917
1782661562.991,2.70142,0.22145,0.18941
1782661563.024,2.70085,0.22031,0.19094
1782661563.057,2.70142,0.21990,0.18896
1782661563.091,2.70185,0.22005,0.18980
1782661563.124,2.70245,0.21994,0.18960
1782661563.157,2.70238,0.21930,0.18957
1782661563.224,2.70211,0.22006,0.18941
1782661563.257,2.70156,0.21965,0.18912
1782661563.324,2.70076,0.22062,0.19021
1782661563.358,2.70041,0.22080,0.19042
1782661563.391,2.70075,0.22135,0.18983
1782661563.491,2.70204,0.22235,0.19032
1782661563.525,2.70298,0.22357,0.19009
1782661563.558,2.70245,0.22305,0.19022
1782661563.591,2.70276,0.22371,0.19018
1782661563.625,2.70214,0.22383,0.19076
1782661563.692,2.70130,0.22359,0.19034
1782661563.758,2.70133,0.22415,0.19032
1782661563.792,2.70049,0.22378,0.19097
1782661563.825,2.70048,0.22417,0.18995
1782661563.859,2.70118,0.22444,0.19104
1782661563.892,2.70109,0.22466,0.19094
1782661563.925,2.70116,0.22467,0.19060
1782661563.959,2.70069,0.22458,0.18922
1782661563.992,2.70052,0.22504,0.18888
1782661564.026,2.70163,0.22563,0.18945
1782661564.059,2.70147,0.22595,0.18897
1782661564.092,2.70167,0.22693,0.18895
1782661564.126,2.70166,0.22676,0.18963
1782661564.159,2.70121,0.22633,0.18920
1782661564.193,2.70090,0.22628,0.18932
1782661564.226,2.70155,0.22708,0.18908
1782661564.259,2.70194,0.22712,0.18871
1782661564.293,2.70102,0.22623,0.18884
1782661564.326,2.70051,0.22556,0.18873
1782661564.393,2.70151,0.22612,0.18666
1782661564.426,2.70049,0.22541,0.18801
1782661564.493,2.70092,0.22596,0.18783
1782661564.526,2.70131,0.22648,0.18782
1782661564.560,2.70152,0.22663,0.18803
1782661564.593,2.70194,0.22691,0.18805
1782661564.626,2.70161,0.22610,0.18819
1782661564.660,2.70296,0.22747,0.18807
1782661564.693,2.70225,0.22719,0.18850
1782661564.793,2.70140,0.22713,0.18804
1782661564.826,2.70134,0.22712,0.18788
1782661564.860,2.70160,0.22731,0.18761
1782661564.893,2.70194,0.22789,0.18785
1782661564.926,2.70148,0.22715,0.18807
1782661564.960,2.70255,0.22834,0.18792
1782661565.027,2.70302,0.22877,0.18736
1782661565.060,2.70307,0.22861,0.18701
1782661565.093,2.70271,0.22873,0.18663
1782661565.127,2.70171,0.22796,0.18621
1782661565.193,2.70187,0.22893,0.18719
1782661565.227,2.70223,0.22941,0.18733
1782661565.260,2.70282,0.22996,0.18724
1782661565.293,2.70271,0.22943,0.18701
1782661565.327,2.70315,0.22979,0.18694
1782661565.360,2.70462,0.23142,0.18658
1782661565.393,2.70519,0.23081,0.18656
1782661565.427,2.70435,0.23030,0.18752
1782661565.460,2.70510,0.22948,0.18727
1782661565.560,2.70683,0.23187,0.18648
1782661565.594,2.70518,0.23010,0.18678
1782661565.627,2.70534,0.23037,0.18725
1782661565.660,2.70532,0.23060,0.18722
1782661565.694,2.70495,0.23015,0.18689
1782661565.727,2.70489,0.23013,0.18676
1782661565.760,2.70480,0.23025,0.18662
1782661565.794,2.70485,0.23090,0.18642
1782661565.827,2.70526,0.23126,0.18654
1782661565.860,2.70476,0.23043,0.18689
1782661565.894,2.70483,0.23050,0.18654
1782661565.927,2.70556,0.23168,0.18634
1782661565.961,2.70521,0.23151,0.18656
1782661565.994,2.70448,0.23026,0.18755
1782661566.061,2.70604,0.23222,0.18729
1782661566.094,2.70560,0.23204,0.18739
1782661566.127,2.70537,0.23107,0.18729
1782661566.161,2.70640,0.23207,0.18687
1782661566.194,2.70595,0.23124,0.18685
1782661566.261,2.70634,0.23194,0.18666
1782661566.394,2.70543,0.23140,0.18687
1782661566.428,2.70421,0.22965,0.18721
1782661566.461,2.70547,0.23185,0.18643
1782661566.494,2.70458,0.23118,0.18660
1782661566.528,2.70529,0.23225,0.18600
1782661566.561,2.70536,0.23154,0.18589
1782661566.628,2.70543,0.23161,0.18583
1782661566.661,2.70527,0.23152,0.18574
1782661566.694,2.70522,0.23118,0.18594
1782661566.728,2.70655,0.23315,0.18577
1782661566.828,2.70566,0.23236,0.18640
1782661566.861,2.70523,0.23217,0.18671
1782661566.894,2.70450,0.23154,0.18731
1782661566.995,2.70500,0.23256,0.18757
1782661567.028,2.70540,0.23297,0.18745
1782661567.061,2.70586,0.23347,0.18740
1782661567.095,2.70544,0.23333,0.18765
1782661567.128,2.70517,0.23341,0.18799
1782661567.161,2.70500,0.23363,0.18840
1782661567.195,2.70595,0.23547,0.18807
1782661567.228,2.70539,0.23372,0.18884
1782661567.261,2.70577,0.23391,0.18868
1782661567.295,2.70610,0.23424,0.18873
1782661567.361,2.70686,0.23514,0.18888
1782661567.395,2.70731,0.23575,0.18924
1782661567.428,2.70772,0.23608,0.18919
1782661567.462,2.70668,0.23462,0.19032
1782661567.495,2.70667,0.23495,0.18980
1782661567.562,2.70662,0.23575,0.18894
1782661567.595,2.70666,0.23626,0.18857
1782661567.662,2.70676,0.23645,0.18866
1782661567.728,2.70609,0.23541,0.18861
1782661567.762,2.70632,0.23603,0.18877
1782661567.795,2.70658,0.23650,0.18843
1782661567.828,2.70726,0.23782,0.18790
1782661567.862,2.70721,0.23773,0.18771
1782661567.929,2.70689,0.23752,0.18750
1782661567.962,2.70660,0.23747,0.18750
1782661567.995,2.70622,0.23702,0.18790
1782661568.029,2.70608,0.23597,0.18839
1782661568.062,2.70657,0.23666,0.18740
1782661568.095,2.70644,0.23619,0.18758
1782661568.129,2.70700,0.23704,0.18769
1782661568.162,2.70695,0.23723,0.18798
1782661568.195,2.70650,0.23701,0.18870
1782661568.229,2.70615,0.23676,0.18852
1782661568.262,2.70495,0.23502,0.18828
1782661568.295,2.70518,0.23579,0.18841
1782661568.329,2.70574,0.23714,0.18835
1782661568.362,2.70568,0.23642,0.18906
1782661568.396,2.70472,0.23597,0.18922
1782661568.429,2.70457,0.23624,0.18872
1782661568.496,2.70535,0.23703,0.18908
1782661568.529,2.70548,0.23701,0.18888
1782661568.562,2.70514,0.23678,0.18901
1782661568.596,2.70404,0.23670,0.18842
1782661568.629,2.70408,0.23641,0.18867
1782661568.662,2.70441,0.23670,0.18809
1782661568.696,2.70410,0.23573,0.18730
1782661568.729,2.70459,0.23647,0.18653
1782661568.762,2.70404,0.23608,0.18688
1782661568.829,2.70480,0.23619,0.18670
1782661568.896,2.70502,0.23552,0.18685
1782661568.929,2.70530,0.23531,0.18673
1782661568.963,2.70534,0.23643,0.18603
1782661569.029,2.70557,0.23641,0.18605
1782661569.063,2.70654,0.23638,0.18641
1782661569.129,2.70471,0.23507,0.18727
1782661569.163,2.70437,0.23467,0.18747
1782661569.229,2.70485,0.23537,0.18770
1782661569.263,2.70515,0.23571,0.18764
1782661569.296,2.70546,0.23608,0.18750
1782661569.330,2.70533,0.23574,0.18731
1782661569.363,2.70562,0.23621,0.18723
1782661569.463,2.70671,0.23805,0.18766
1782661569.496,2.70591,0.23692,0.18803
1782661569.530,2.70637,0.23720,0.18778
1782661569.563,2.70552,0.23597,0.18804
1782661569.596,2.70452,0.23532,0.18786
1782661569.630,2.70474,0.23589,0.18737
1782661569.663,2.70486,0.23666,0.18668
1782661569.696,2.70532,0.23760,0.18599
1782661569.730,2.70528,0.23799,0.18624
1782661569.763,2.70442,0.23553,0.18647
1782661569.796,2.70328,0.23573,0.18598
1782661569.830,2.70391,0.23587,0.18571
1782661569.863,2.70404,0.23600,0.18568
1782661569.897,2.70429,0.23678,0.18589
1782661569.930,2.70427,0.23626,0.18521
1782661569.963,2.70409,0.23606,0.18502
1782661570.063,2.70404,0.23547,0.18477
1782661570.130,2.70454,0.23540,0.18430
1782661570.163,2.70444,0.23485,0.18428
1782661570.197,2.70534,0.23678,0.18451
1782661570.263,2.70452,0.23563,0.18431
1782661570.297,2.70458,0.23523,0.18407
1782661570.330,2.70438,0.23517,0.18322
1782661570.364,2.70416,0.23478,0.18247
1782661570.397,2.70485,0.23575,0.18177
1782661570.430,2.70461,0.23549,0.18148
1782661570.497,2.70415,0.23497,0.18105
1782661570.530,2.70429,0.23657,0.18176
1782661570.564,2.70362,0.23571,0.18189
1782661570.597,2.70429,0.23635,0.18143
1782661570.630,2.70440,0.23620,0.18193
1782661570.664,2.70435,0.23555,0.18227
1782661570.730,2.70463,0.23474,0.18262
1782661570.764,2.70508,0.23473,0.18258
1782661570.797,2.70538,0.23435,0.18248
1782661570.831,2.70589,0.23507,0.18181
1782661570.864,2.70597,0.23491,0.18124
1782661570.897,2.70654,0.23563,0.18190
1782661570.931,2.70600,0.23462,0.18160
1782661571.031,2.70622,0.23506,0.18183
1782661571.097,2.70633,0.23412,0.18245
1782661571.131,2.70664,0.23471,0.18252
1782661571.164,2.70654,0.23453,0.18265
1782661571.197,2.70653,0.23436,0.18270
1782661571.231,2.70664,0.23420,0.18261
1782661571.264,2.70734,0.23491,0.18258
1782661571.298,2.70651,0.23436,0.18268
1782661571.331,2.70698,0.23415,0.18356
1782661571.364,2.70594,0.23396,0.18347
1782661571.398,2.70668,0.23445,0.18296
1782661571.431,2.70736,0.23490,0.18295
1782661571.498,2.70745,0.23391,0.18289
1782661571.531,2.70749,0.23328,0.18408
1782661571.564,2.70812,0.23483,0.18286
1782661571.598,2.70727,0.23281,0.18377
1782661571.664,2.70741,0.23317,0.18353
1782661571.698,2.70758,0.23331,0.18355
1782661571.731,2.70724,0.23237,0.18365
1782661571.765,2.70640,0.23175,0.18354
1782661571.831,2.70675,0.23165,0.18328
1782661571.865,2.70621,0.23116,0.18274
1782661571.898,2.70682,0.23164,0.18242
1782661571.931,2.70635,0.23064,0.18284
1782661571.965,2.70600,0.22973,0.18320
1782661571.998,2.70688,0.23068,0.18308
1782661572.031,2.70786,0.23169,0.18273
1782661572.065,2.70856,0.23221,0.18237
1782661572.098,2.70815,0.23166,0.18263
1782661572.131,2.70838,0.23091,0.18260
1782661572.165,2.70865,0.23037,0.18294
1782661572.198,2.70926,0.23040,0.18290
1782661572.231,2.71026,0.23125,0.18280
1782661572.265,2.71014,0.23136,0.18330
1782661572.332,2.71016,0.23098,0.18413
1782661572.365,2.70985,0.23110,0.18418
1782661572.398,2.70967,0.23220,0.18426
1782661572.432,2.70892,0.23119,0.18528
1782661572.465,2.70847,0.23136,0.18520
1782661572.498,2.70814,0.23161,0.18503
1782661572.532,2.70787,0.23077,0.18479
1782661572.565,2.70873,0.23181,0.18411
1782661572.598,2.70892,0.23192,0.18367
1782661572.632,2.70869,0.23150,0.18347
1782661572.665,2.70844,0.23097,0.18288
1782661572.698,2.70803,0.23105,0.18303
1782661572.732,2.70767,0.23112,0.18313
1782661572.765,2.70693,0.23043,0.18343
1782661572.799,2.70759,0.23104,0.18213
1782661572.832,2.70734,0.23190,0.18240
1782661572.865,2.70673,0.23168,0.18256
1782661572.899,2.70593,0.23199,0.18303
1782661572.932,2.70602,0.23169,0.18266
1782661572.965,2.70582,0.23207,0.18269
1782661573.032,2.70605,0.23299,0.18304
1782661573.065,2.70693,0.23425,0.18263
1782661573.099,2.70601,0.23314,0.18264
1782661573.132,2.70595,0.23241,0.18326
1782661573.199,2.70629,0.23209,0.18317
1782661573.232,2.70687,0.23288,0.18311
1782661573.266,2.70680,0.23294,0.18329
1782661573.299,2.70678,0.23349,0.18407
1782661573.366,2.70744,0.23314,0.18422
1782661573.399,2.70711,0.23332,0.18453
1782661573.466,2.70884,0.23456,0.18459
1782661573.499,2.70839,0.23326,0.18469
1782661573.532,2.70735,0.23293,0.18482
1782661573.566,2.70724,0.23236,0.18600
1782661573.599,2.70663,0.23170,0.18596
1782661573.632,2.70665,0.23143,0.18560
1782661573.666,2.70723,0.23172,0.18494
1782661573.699,2.70693,0.23194,0.18561
1782661573.733,2.70736,0.23216,0.18513
1782661573.766,2.70653,0.23073,0.18495
1782661573.799,2.70697,0.23111,0.18447
1782661573.833,2.70728,0.23164,0.18419
1782661573.866,2.70758,0.23271,0.18510
1782661573.899,2.70782,0.23341,0.18539
1782661573.933,2.70731,0.23291,0.18564
1782661573.966,2.70638,0.23241,0.18594
1782661573.999,2.70641,0.23279,0.18562
1782661574.033,2.70536,0.23183,0.18572
1782661574.066,2.70618,0.23292,0.18502
1782661574.133,2.70629,0.23379,0.18516
1782661574.166,2.70547,0.23261,0.18502
1782661574.200,2.70575,0.23245,0.18530
1782661574.233,2.70705,0.23336,0.18477
1782661574.266,2.70605,0.23333,0.18420
1782661574.333,2.70537,0.23133,0.18384
1782661574.366,2.70603,0.23268,0.18403
1782661574.400,2.70664,0.23384,0.18395
1782661574.466,2.70596,0.23429,0.18325
1782661574.500,2.70598,0.23383,0.18392
1782661574.533,2.70552,0.23361,0.18394
1782661574.566,2.70575,0.23242,0.18399
1782661574.600,2.70570,0.23298,0.18429
1782661574.633,2.70740,0.23453,0.18409
1782661574.667,2.70759,0.23385,0.18355
1782661574.700,2.70753,0.23383,0.18344
1782661574.733,2.70824,0.23433,0.18424
1782661574.833,2.70809,0.23458,0.18445
1782661574.867,2.70770,0.23498,0.18471
1782661574.900,2.70685,0.23566,0.18463
1782661574.933,2.70824,0.23684,0.18361
1782661574.967,2.70730,0.23517,0.18374
1782661575.033,2.70771,0.23580,0.18411
1782661575.067,2.70826,0.23623,0.18370
1782661575.100,2.70853,0.23702,0.18424
1782661575.133,2.70855,0.23726,0.18391
1782661575.167,2.70845,0.23751,0.18404
1782661575.200,2.70820,0.23765,0.18332
1782661575.234,2.70747,0.23737,0.18380
1782661575.267,2.70757,0.23658,0.18374
1782661575.300,2.70847,0.23778,0.18342
1782661575.334,2.70749,0.23737,0.18418
1782661575.400,2.70760,0.23765,0.18412
1782661575.434,2.70668,0.23696,0.18447
1782661575.467,2.70661,0.23715,0.18404
1782661575.500,2.70730,0.23885,0.18356
1782661575.600,2.70668,0.23574,0.18442
1782661575.634,2.70793,0.23653,0.18371
1782661575.667,2.70832,0.23648,0.18404
1782661575.701,2.70860,0.23778,0.18368
1782661575.734,2.70841,0.23735,0.18359
1782661575.767,2.70791,0.23729,0.18361
1782661575.801,2.70712,0.23710,0.18348
1782661575.834,2.70820,0.23874,0.18319
1782661575.867,2.70835,0.23872,0.18316
1782661575.901,2.70929,0.24072,0.18326
1782661575.934,2.70813,0.23893,0.18433
1782661575.967,2.70790,0.23835,0.18424
1782661576.001,2.70788,0.23866,0.18404
1782661576.034,2.70784,0.23907,0.18361
1782661576.067,2.70787,0.23966,0.18298
1782661576.134,2.70801,0.24007,0.18259
1782661576.168,2.70762,0.24048,0.18267
1782661576.201,2.70728,0.24078,0.18225
1782661576.268,2.70716,0.24110,0.18075
1782661576.301,2.70679,0.24168,0.18096
